sid_unique_ID,domain,company,address,city,state,address,country,phone,sid_name,annual_sales
24649036,,Advocate Health Care Partnership,429 Walmer Rd,Toronto,ON,429 Walmer Rd,Canada,416-967-6949,"NURSING CARE FACILITIES, SKILLED","104,000,000"
24592453,,Aeco Gas Storage Partnership,607 8 Ave Sw Ste 400,Calgary,AB,607 8 Ave Sw Ste 400,Canada,403-513-8600,NATURAL GAS TRANSMISSION,"107,803,200"
8675201,,Aecon Lockerbie Industrial,14940 121a Ave Nw,Edmonton,AB,14940 121a Ave Nw,Canada,780-452-1250,"NONRESIDENTIAL CONSTRUCTION, NEC","260,993,920"
24499481,,Agence De la Santé et Des Services Sociaux De la Montérégie L,1255 Rue Beauregard,Longueuil,QC,1255 Rue Beauregard,Canada,450-679-6772,"SOCIAL SERVICES, NEC","124,800,000"
24569084,,Agence Universitaire De la Francophonie,3034 Boul Edouard Montpetit,Montréal,QC,3034 Boul Edouard Montpetit,Canada,514-343-6630,"CIVIC, SOCIAL & FRATERNAL ASSOCIATIONS","104,000,000"
24487932,,AGF All World Tax Advantage,Gd,Toronto,ON,Gd,Canada,416-367-1900,"MANAGEMENT INVESTMENT OFFICES, OPEN-END","112,464,860"
8679087,,AIC Global,1375 Kerns Rd,Burlington,ON,1375 Kerns Rd,Canada,905-331-4242,"MANAGEMENT INVESTMENT OFFICES, OPEN-END","180,842,880"
8653859,,Aim Métaux & Alliages S.E.C.,9100 Boul Henri Bourassa E,Montréal,QC,9100 Boul Henri Bourassa E,Canada,514-494-2000,"PRIMARY METAL PRODUCTS, NEC","116,540,929"
24570715,,Airport Terminal Service Inc Canadian,6500 Silver Dart Dr Unit 211,Mississauga,ON,6500 Silver Dart Dr Unit 211,Canada,905-405-9550,"AIRPORTS, FLYING FIELDS & TERMINAL SVCS","169,668,640"
24699894,,Alberta Envirofuels,9511 17 St Nw,Edmonton,AB,9511 17 St Nw,Canada,780-449-7800,PETROLEUM REFINING,"100,608,000"
8362684,,Aliments Breton,1312 Rue St Georges,Saint-Bernard,QC,1312 Rue St Georges,Canada,418-475-6601,MEAT PACKING PLANTS,"385,664,525"
8652851,,Aliments Prince S.E.C.,2200 Av Léon Pratte Bureau 400,Saint-Hyacinthe,QC,2200 Av Léon Pratte Bureau 400,Canada,450-771-7060,SAUSAGES & OTHER PREPARED MEAT PRODUCTS,"216,528,000"
24719410,,Alliance Canada Marketing,425 1 St Sw Ste 3000,Calgary,AB,425 1 St Sw Ste 3000,Canada,403-508-5850,NATURAL GAS DISTRIBUTION,"320,968,161"
24768675,,Alliance Pipeline,605 5 Ave Sw Unit 600,Calgary,AB,605 5 Ave Sw Unit 600,Canada,403-517-6366,"PIPELINES, NEC","458,535,052"
24501726,,Alma Mater Society of Queen's University,99 University Ave,Kingston,ON,99 University Ave,Canada,613-533-2725,"CIVIC, SOCIAL & FRATERNAL ASSOCIATIONS","114,400,000"
24476094,,Altalink Management,1035 7 Ave Sw,Calgary,AB,1035 7 Ave Sw,Canada,403-267-3400,ELECTRIC SERVICES,"418,781,440"
8657816,,Altamart Investments,9020 90 St,Peace River,AB,9020 90 St,Canada,780-624-4200,GROCERY STORES,"304,514,160"
24627840,,Aluminerie De Bécancour,5555 Rue Pierre Thibault,Bécancour,QC,5555 Rue Pierre Thibault,Canada,819-294-6101,"ALUMINUM MILLS, PRIMARY","205,920,000"
8362240,,Amcor Pet Americas,910 Central Parkway W,Mississauga,ON,910 Central Parkway W,Canada,905-275-1592,PLASTICS MATERIALS & SYNTHETIC RESINS,"166,400,000"
24653191,,Anooraq Resources,1040 W Georgia St 15th Floor,Vancouver,BC,1040 W Georgia St 15th Floor,Canada,604-684-6365,METAL MINING SERVICES,"148,494,602"
24400781,,Apollo Health and Beauty Care,20 Graniteridge Rd,Concord,ON,20 Graniteridge Rd,Canada,905-695-3700,"PERFUMES, COSMTICS, TOILET PREPARATIONS","173,487,435"
13460682,,APP Capital,210 Ambassador Dr,Mississauga,ON,210 Ambassador Dr,Canada,416-496-3340,BANK HOLDING COMPANIES,"187,200,000"
3593003,,Arclin,5865 Mclaughlin Rd Unit 3,Mississauga,ON,5865 Mclaughlin Rd Unit 3,Canada,905-712-0900,"CHEMICALS & CHEMICAL PREPARATIONS, NEC","156,000,000"
8654554,,Armour Transportation Systems,689 Edinburgh Dr,Moncton,NB,689 Edinburgh Dr,Canada,506-857-0205,BANK HOLDING COMPANIES,"416,000,000"
8370332,,Art in Motion Income Fund,200 Burrard St Ste 1200,Vancouver,BC,200 Burrard St Ste 1200,Canada,604-525-3900,"NONDURABLE GOODS, NEC","104,000,000"
24600430,,Artis Real Estate Investment Trust,360 Main St Ste 3000,Winnipeg,MB,360 Main St Ste 3000,Canada,204-947-1200,REAL ESTATE INVESTMENT TRUSTS,"191,829,185"
24608846,,Asia Bio-Chem,130 Adelaide St W Ste 2105,Toronto,ON,130 Adelaide St W Ste 2105,Canada,416-603-7500,WET CORN MILLING,"193,372,179"
24612104,,Asian Design Sourcing 2007,332 Dupont St,Toronto,ON,332 Dupont St,Canada,416-920-8818,"TRUCKING, EXC LOCAL","312,000,000"
24641819,,Associated Mining Construction,2491 Albert St N,Regina,SK,2491 Albert St N,Canada,306-206-5000,"POTASH, SODA & BORATE MINERALS","142,444,160"
24733616,,Association De Parents Du Centre Gabrielle Major,8150 Boul Métropolitain E,Montréal,QC,8150 Boul Métropolitain E,Canada,514-259-2245,INDIVIDUAL & FAMILY SOCIAL SERVICES,"124,800,000"
24737208,,Association Des Gens d'Affaires & Professionnels Italo-Canadiens Inc L,8370 Boul Lacordaire Bureau 310,Montréal,QC,8370 Boul Lacordaire Bureau 310,Canada,514-254-4929,PROFESSIONAL MEMBERSHIP ORGANIZATIONS,"104,000,000"
24786338,,Associés Services Financiers Du Canada Ltée Les,7505 Boul Taschereau Bureau 103,Brossard,QC,7505 Boul Taschereau Bureau 103,Canada,450-671-7738,"SECURITY BROKERS, DLRS & FLOTATION COS","321,945,600"
8696115,,Assurance Martin & CYR,460 Rue Mcgill,Montréal,QC,460 Rue Mcgill,Canada,514-527-9546,BANK HOLDING COMPANIES,"146,848,000"
24418419,,Assurances Generales Banque National,1100 Rue University Bureau 11,Montréal,QC,1100 Rue University Bureau 11,Canada,514-871-7507,"FIRE, MARINE & CASUALTY INSURANCE","107,147,520"
8668365,,ATI Telecom International,4336 97 St Nw,Edmonton,AB,4336 97 St Nw,Canada,780-424-9100,"COMMUNICATIONS SERVICES, NEC","117,711,360"
24389602,,Atlantic Hotels Partnership,510 Hastings St W,Vancouver,BC,510 Hastings St W,Canada,604-687-8813,HOTELS & MOTELS,"104,000,000"
8677146,,Atlas Concrete,1333 8 St Sw Ste 803,Calgary,AB,1333 8 St Sw Ste 803,Canada,403-297-0550,READY-MIXED CONCRETE,"104,000,000"
13723936,,114lease Co.ltd.,5 1 Kameicho,Takamatsu,,5 1 Kameicho,Japan,+81 878345401,"EQUIPMENT RENTAL & LEASING, NEC","120,706,556"
13727682,,A One Club,4 Migi 7 3 Jo Doori,Asahikawa,,4 Migi 7 3 Jo Doori,Japan,+81 166221481,"AMUSEMENT DEVICES, COIN-OPERATED","144,944,927"
13714545,,A&A Material,2 5 5 Tsurumichuo Tsurumi Ku,Yokohama,,2 5 5 Tsurumichuo Tsurumi Ku,Japan,+81 455035760,"MANUFACTURING INDUSTRIES, NEC","447,764,400"
13725036,,A-Too,317 1 Marikoshinden Suruga Ku,Shizuoka,,317 1 Marikoshinden Suruga Ku,Japan,+81 542683000,USED MERCHANDISE STORES,"107,169,519"
13722709,,AAP,3 6 Morishitacho Suruga Ku,Shizuoka,,3 6 Morishitacho Suruga Ku,Japan,+81 542848333,"COMMERCIAL PRINTING, GRAVURE","101,496,845"
13721774,,Abahouse International,1 26 20 Higashi,Shibuya-Ku,,1 26 20 Higashi,Japan,+81 334062600,"CLOTHING & FURNISHINGS, MEN'S & BOYS'","228,690,000"
13714943,,ABC Trading,2 12 14 Nagatacho,Chiyoda-Ku,,2 12 14 Nagatacho,Japan,+81 335077111,HOMEFURNISHINGS,"245,523,438"
13722051,,Abiba,3 4 11 Negishicho,Yokosuka,,3 4 11 Negishicho,Japan,+81 468332101,"AMUSEMENT DEVICES, COIN-OPERATED","368,550,000"
13715059,,Abilities Care-Net,4 30 3 Yoyogi,Shibuya-Ku,,4 30 3 Yoyogi,Japan,+81 353887505,"MEDICAL, DENTAL, HOSPITAL EQUIP & SUPLS","199,680,000"
13729140,,Abist,1 18 4 Tomigaya,Shibuya-Ku,,1 18 4 Tomigaya,Japan,+81 364074649,ENGINEERING SERVICES,"153,920,000"
18510833,,1st,28 5 Maruyamacho,Shibuya-Ku,,28 5 Maruyamacho,Japan,+81 359627400,"HOLDING COMPANIES, NEC","106,885,665"
13720090,,A Coop Kitatohoku,2 5 4 Semboku,Morioka,,2 5 4 Semboku,Japan,+81 196816321,DEPARTMENT STORES,"234,956,555"
13724857,,A Corporation Kiyushyu,2 7 1 Matsuda Higashi Ku,Fukuoka,,2 7 1 Matsuda Higashi Ku,Japan,+81 926112339,GROCERY STORES,"217,090,558"
13728286,,A One,780 1 Oazahatakenaka,Oita,,780 1 Oazahatakenaka,Japan,+81 975461165,"AMUSEMENT DEVICES, COIN-OPERATED","222,957,477"
13727693,,A&C,5 26 1 Nishita,Yamagata,,5 26 1 Nishita,Japan,+81 236471053,"RETAIL STORES, MISC, NEC","124,716,171"
22148915,,A-Co-Op Shonai,1 6 52 Takarada,Tsuruoka,,1 6 52 Takarada,Japan,+81 235254040,DEPARTMENT STORES,"108,580,000"
13723703,,A-Coop Kinki,1 51 1 Banda,Takatsuki,,1 51 1 Banda,Japan,+81 726763300,DEPARTMENT STORES,"263,200,000"
13721021,,A-Coop Nishinihon,2 6 50 Kusatsuko Nishi Ku,Hiroshima,,2 6 50 Kusatsuko Nishi Ku,Japan,+81 822760702,DEPARTMENT STORES,"261,642,030"
18511654,,A.D.Works,1 1 7 Uchisaiwaicho,Chiyoda-Ku,,1 1 7 Uchisaiwaicho,Japan,+81 352517561,REAL ESTATE AGENTS & MANAGERS,"113,803,125"
13727576,,A.I.Plan,8 12 1 Minami2jonishi Chuo Ku,Sapporo,,8 12 1 Minami2jonishi Chuo Ku,Japan,+81 112322888,FUNERAL SERVICES & CREMATORIES,"124,800,000"
13716645,,Abab Akafudado,4 8 4 Ueno,Taito-Ku,,4 8 4 Ueno,Japan,+81 338335131,DEPARTMENT STORES,"387,200,000"
13727592,,Abashiri Fishery Cooperative,4 63 Minatomachi,Abashiri,,4 63 Minatomachi,Japan,+81 152433121,BUSINESS ASSOCIATIONS,"150,614,616"
26479928,,ABE Denzai,2 13 7 Hamamatsucho,Minato-Ku,,2 13 7 Hamamatsucho,Japan,+81 335787200,ELECTRICAL APPARATUS & EQUIPMENT,"109,506,900"
13717077,,ABE Kogyo,1 7 10 Shinjuku,Shinjuku-Ku,,1 7 10 Shinjuku,Japan,+81 333419021,FURNITURE,"143,204,344"
13718013,,ABE Nikko Kogyo,3 13 3 Rokujoomizo,Gifu,,3 13 3 Rokujoomizo,Japan,+81 582713391,"HEAVY CONSTRUCTION, NEC","327,138,201"
13720803,,Abecho Shoten,2 133 3 Nainowaki,Kesennuma,,2 133 3 Nainowaki,Japan,+81 226221661,FISH & SEAFOODS,"147,308,100"
13720847,,Abehanko Shoten,13 Azanakamachi Fukuoka,Ninohe,,13 Azanakamachi Fukuoka,Japan,+81 195232111,SAUSAGES & OTHER PREPARED MEAT PRODUCTS,"340,380,000"
13716936,,Abeism,4 30 12 Kamimeguro,Meguro-Ku,,4 30 12 Kamimeguro,Japan,+81 357207000,"COMMERCIAL PRINTING, GRAVURE","132,080,000"
22146832,,Abeki,11 11 Futsukamachi Aoba Ku,Sendai,,11 11 Futsukamachi Aoba Ku,Japan,+81 222624511,GASOLINE SERVICE STATIONS,"108,215,244"
13728418,,Abel Net,5 8 5 Ueno,Taito-Ku,,5 8 5 Ueno,Japan,+81 358165051,"APPLIANCE STORES, HOUSEHOLD","298,570,719"
14421293,,Accenture Technology Solutions,1 11 44 Akasaka,Minato-Ku,,1 11 44 Akasaka,Japan,0,COMPUTER PROGRAMMING SERVICES,"176,800,000"
26596855,,Access,4 18 16 Minamiaoyama,Minato-Ku,,4 18 16 Minamiaoyama,Japan,+81 357711855,"DURABLE GOODS, NEC","138,123,600"
13718317,,Ace,4 5 2 Bakuromachi Chuo Ku,Osaka,,4 5 2 Bakuromachi Chuo Ku,Japan,+81 662446225,"DURABLE GOODS, NEC","270,743,658"
13717023,,Ace Denken,3 12 9 Higashiueno,Taito-Ku,,3 12 9 Higashiueno,Japan,+81 338350171,INDUSTRIAL MACHINERY & EQUIPMENT,"305,000,000"
13724020,,Ace One,11 7 Minamigoza,Kochi,,11 7 Minamigoza,Japan,+81 888851227,DEPARTMENT STORES,"204,679,341"
13726105,,Acids,5 10 5 Shimbashi,Minato-Ku,,5 10 5 Shimbashi,Japan,+81 364027531,"CHEMICALS & ALLIED PRODUCTS, NEC","153,311,093"
13728384,,Acoop Kanto,3 2 38 Nakataminami Izumi Ku,Yokohama,,3 2 38 Nakataminami Izumi Ku,Japan,+81 458000801,GROCERY STORES,"392,768,996"
13720794,,Acoop Miyagi,72 Kitaharanishi Yoshioka Taiwacho,Kurokawa-Gun,,72 Kitaharanishi Yoshioka Taiwacho,Japan,+81 223442861,DEPARTMENT STORES,"106,773,192"
13725870,,Acoop Miyazaki,829 1 Kamonomaru Hanagashimacho,Miyazaki,,829 1 Kamonomaru Hanagashimacho,Japan,+81 985312300,DEPARTMENT STORES,"254,085,374"
13725883,,Acoop Saga,3041 Oazaogino Kasemachi,Saga,,3041 Oazaogino Kasemachi,Japan,+81 952255225,GROCERY STORES,"167,657,914"
13720160,,Acst-Cs.co.ltd.,1 2 17 Doshomachi Chuo Ku,Osaka,,1 2 17 Doshomachi Chuo Ku,Japan,+81 662292771,"CHEMICALS & ALLIED PRODUCTS, NEC","124,216,972"
13728870,,AD Create,3 2 2 Ton Yacho,Kumagaya,,3 2 2 Ton Yacho,Japan,+81 485278215,"DURABLE GOODS, NEC","189,200,000"
26508297,,Adachiseiwa Shinkin Bank,5 15 8 Takenotsuka,Adachi-Ku,,5 15 8 Takenotsuka,Japan,+81 338848111,"COMMERCIAL BANKS, NEC","101,464,045"
13721300,,Addo Business Consultant,2 31 1 Nihombashihamacho,Chuo-Ku,,2 31 1 Nihombashihamacho,Japan,+81 356526565,COMPUTER PROGRAMMING SERVICES,"137,280,000"
26555126,,Adtec Engineering,3 5 1 Toranomon,Minato-Ku,,3 5 1 Toranomon,Japan,+81 334334600,"SPECIAL INDUSTRY MACHINERY, NEC","121,629,185"
26601061,,Advance,665 1 Yonamochimachi,Suzaka,,665 1 Yonamochimachi,Japan,+81 262481122,"AMUSEMENT & RECREATION SERVICES, NEC","111,215,600"
26482185,,Advance Residence Investment,3 26 Kandanishikicho,Chiyoda-Ku,,3 26 Kandanishikicho,Japan,+81 335180480,INVESTMENT ADVICE,"140,690,400"
13725482,,Advanced Cable Systems,2 4 32 Aomi,Koto-Ku,,2 4 32 Aomi,Japan,+81 355645021,"DRAWING & INSULATING WIRE, NONFERROUS","128,504,759"
13726972,,Advanced Information Design Co.ltd.,3820 1 Azusagawayamato,Matsumoto,,3820 1 Azusagawayamato,Japan,+81 263788003,COMPUTER PROGRAMMING SERVICES,"112,320,000"
22149452,,Advantec,293 1 Minato,Saijo,,293 1 Minato,Japan,+81 897537711,"SPECIAL INDUSTRY MACHINERY, NEC","110,532,000"
13722530,,Advertising Agency Nagata,5 5 1 Higashiyanagiharacho,Tsushima,,5 5 1 Higashiyanagiharacho,Japan,+81 567265251,ADVERTISING AGENCIES,"130,416,000"
4159109,,Aeon Bank,1 9 6 Edagawa,Koto-Ku,,1 9 6 Edagawa,Japan,+81 356062300,"COMMERCIAL BANKS, NEC","239,754,400"
13726046,,Aeon Kenko Hoken Kumiai,1 5 1 Nakase Mihama Ku,Chiba,,1 5 1 Nakase Mihama Ku,Japan,+81 432126048,"PENSION, HEALTH & WELFARE FUNDS","260,510,000"
13722152,,Aerahome,1 4 1 Tokugyo,Kofu,,1 4 1 Tokugyo,Japan,+81 552278888,"CONSTRUCTION, SINGLE-FAMILY HOUSES","190,634,662"
13722865,,Agata Tekkosho,1 3 Ichigochi Mitochosawakihama,Toyokawa,,1 3 Ichigochi Mitochosawakihama,Japan,+81 533755111,"AMUSEMENT DEVICES, COIN-OPERATED","229,170,575"
13729171,,AGF Kanto,1588 16 Seradacho,Ota,,1588 16 Seradacho,Japan,+81 276527100,"COFFEE, ROASTED","204,838,000"
26522802,,AGM Corporation,2 1 10 Doshomachi Chuo Ku,Osaka,,2 1 10 Doshomachi Chuo Ku,Japan,+81 662212828,"DRUGS, PROPRIETARIES, DRUGGIST SUNDRIES","108,813,756"
13718261,,AGP,1 7 1 Hanedakuko,Ota-Ku,,1 7 1 Hanedakuko,Japan,+81 337471631,"TRANSPORTATION SERVICES, NEC","141,024,000"
13725435,,Agriculture Forestry and Fisheries Credit Foundations I.A.I.,1 1 12 Uchikanda,Chiyoda-Ku,,1 1 12 Uchikanda,Japan,+81 332944481,"CREDIT AGENCIES, FEDERAL","169,828,843"
13717317,,AGS,4 2 11 Harigaya Urawa Ku,Saitama,,4 2 11 Harigaya Urawa Ku,Japan,+81 488256000,INFORMATION RETRIEVAL SERVICES,"204,837,695"
13727033,,AHB International,5 12 8 Kiba,Koto-Ku,,5 12 8 Kiba,Japan,+81 356467887,"RETAIL STORES, MISC, NEC","141,232,000"
13295195,,Aicello Chemical,45 Koekawa Ishimakihonmachi,Toyohashi,,45 Koekawa Ishimakihonmachi,Japan,+81 532884111,UNSUPPORTED PLASTICS FILM & SHEET,"197,005,600"
22149745,,Aichi AMA Agricultural Cooperative Assoc.,9 63 Onawacho,Tsushima,,9 63 Onawacho,Japan,+81 567286688,BUSINESS ASSOCIATIONS,"236,338,400"
13726915,,Aichi Bito Agricultural Cooperative Assoc.,213 1 Ikeshita Kanikocho,Nisshin,,213 1 Ikeshita Kanikocho,Japan,+81 561720033,BUSINESS ASSOCIATIONS,"135,212,600"
13724818,,Aichi Chita Agricultural Cooperative Assoc.,1 111 Barabasama Taya,Tokoname,,1 111 Barabasama Taya,Japan,+81 569345555,BUSINESS ASSOCIATIONS,"233,376,000"
13728022,,Aichi Chuo Agricultural Cooperative Assoc.,9 6 Miyukihonmachi,Anjo,,9 6 Miyukihonmachi,Japan,+81 566735500,BUSINESS ASSOCIATIONS,"145,485,000"
13722414,,Aichi Hino Motors,7 1 Kamihocho Mizuho Ku,Nagoya,,7 1 Kamihocho Mizuho Ku,Japan,+81 528245300,AUTOMOBILES & OTHER MOTOR VEHICLES,"261,520,000"
13728058,,Aichi Jikeikai Social Welfare,45 1 Yorikuji Nishigaido Azaicho,Ichinomiya,,45 1 Yorikuji Nishigaido Azaicho,Japan,+81 586788438,INDIVIDUAL & FAMILY SOCIAL SERVICES,"121,888,000"
13716234,,Aichi Kaiun Sangyo,6 Yanagimachi Taharacho,Tahara,,6 Yanagimachi Taharacho,Japan,+81 531221241,"WATER TRANSPORTATION OF FREIGHT, NEC","133,373,023"
13718278,,Aichi Kankon Sosai Gojokai,2 7 20 Nagono Nishi Ku,Nagoya,,2 7 20 Nagono Nishi Ku,Japan,+81 525711148,FUNERAL SERVICES & CREMATORIES,"280,847,600"
13726918,,Aichi Mikawa Agricultural Cooperative Assoc.,18 1 Azaashinobe Sakasoucho,Okazaki,,18 1 Azaashinobe Sakasoucho,Japan,+81 564519631,BUSINESS ASSOCIATIONS,"128,544,000"
13723800,,Aichi Mizuto Midorino Kosha Foundation,3 19 30 Marunouchi Naka Ku,Nagoya,,3 19 30 Marunouchi Naka Ku,Japan,+81 529713031,WATER SUPPLY SYSTEMS,"107,693,757"
13725901,,Aichi Nishi Agricultural Cooperative Assoc.,15 1 Azadogami Kitaobuchi,Ichinomiya,,15 1 Azadogami Kitaobuchi,Japan,+81 586716811,BUSINESS ASSOCIATIONS,"122,304,000"
13722424,,Aichi Sharyo Kougyou,1 10 Hoshizaki Minami Ku,Nagoya,,1 10 Hoshizaki Minami Ku,Japan,+81 528227211,"COURIER SERVICES, EXC BY AIR","107,120,000"
13724393,,Aichi Shukutoku Gakuen Educational Association,23 Sakuragaoka Chikusa Ku,Nagoya,,23 Sakuragaoka Chikusa Ku,Japan,+81 561624111,"COLLEGES, UNIVERSITIES & PROF SCHOOLS","158,538,780"
13723796,,Aichi Sosai,2 7 3 Nagono Nishi Ku,Nagoya,,2 7 3 Nagono Nishi Ku,Japan,0,FUNERAL SERVICES & CREMATORIES,"104,000,000"
13718153,,Aichi Television Broadcasting,2 4 8 Osu Naka Ku,Nagoya,,2 4 8 Osu Naka Ku,Japan,+81 522030250,TELEVISION BROADCASTING STATIONS,"114,565,601"
13729040,,Aichi University Educational Association,1 1 Machihatacho,Toyohashi,,1 1 Machihatacho,Japan,+81 532474148,"COLLEGES, UNIVERSITIES & PROF SCHOOLS","140,202,107"
13729443,,Aichiken Doho Engokai Social Welfare,703 1 Hazamacho,Kasugai,,703 1 Hazamacho,Japan,+81 568888302,INDIVIDUAL & FAMILY SOCIAL SERVICES,"111,696,000"
22146729,,Aichiken Kosei Jigyodan Social Welfare,1 50 Shirakabe,"Higashi-Ku, Nagoya",,1 50 Shirakabe,Japan,+81 529717011,CHILD DAY CARE SERVICES,"129,290,012"
13726932,,Aichiken Kyosai Cooperative Society,11 33 Furuwataricho Naka Ku,Nagoya,,11 33 Furuwataricho Naka Ku,Japan,+81 523317070,"PENSION, HEALTH & WELFARE FUNDS","129,682,926"
13726164,,Aichiken Land Development,3 19 30 Marunouchi Naka Ku,Nagoya,,3 19 30 Marunouchi Naka Ku,Japan,+81 529612531,REAL ESTATE AGENTS & MANAGERS,"359,452,800"
13729401,,Aichiken Rakuno Agricultural Cooperative Assoc.,1 62 Namimatsu Miaicho,Okazaki,,1 62 Namimatsu Miaicho,Japan,+81 564532450,BUSINESS ASSOCIATIONS,"354,523,521"
13725816,,Aichiken Shigaku Shinko Jigyo Zaidan Foundation,1 50 Shirakabe Higashi Ku,Nagoya,,1 50 Shirakabe Higashi Ku,Japan,+81 529515691,"BUSINESS CREDIT INSTITUTIONS, MISC","113,996,044"
14421623,,Aichiken Shika Eiseishikai Inc Association,3 5 18 Marunouchi Naka Ku,Nagoya,,3 5 18 Marunouchi Naka Ku,Japan,+81 529535095,BUSINESS ASSOCIATIONS,"214,864,000"
13726052,,Aichiken Truck Jigyo Kenko Hoken Kumiai,12 6 Shinkaicho Mizuho Ku,Nagoya,,12 6 Shinkaicho Mizuho Ku,Japan,+81 528829686,"PENSION, HEALTH & WELFARE FUNDS","118,756,084"
13716959,,Aikitec,4 6 6 Masaki Naka Ku,Nagoya,,4 6 6 Masaki Naka Ku,Japan,+81 526801581,MOTOR VEHICLE PARTS & ACCESSORIES,"168,000,000"
13720500,,Aiko,205 2 Nishiodomo,Odawara,,205 2 Nishiodomo,Japan,+81 465372111,ELECTRICAL APPARATUS & EQUIPMENT,"119,303,129"
13717250,,Aiko Sekiyu,1 1 1 Watanabedori Chuo Ku,Fukuoka,,1 1 1 Watanabedori Chuo Ku,Japan,+81 927515661,GASOLINE SERVICE STATIONS,"386,768,412"
13728381,,Aikokai Medical Association,1811 3 Kizaki Kita Ku,Niigata,,1811 3 Kizaki Kita Ku,Japan,+81 253841581,GENERAL MEDICAL & SURGICAL HOSPITALS,"216,112,000"
13721443,,Ainet,1 7 18 Omiya,Suginami-Ku,,1 7 18 Omiya,Japan,+81 333157111,CONFECTIONERY,"127,830,665"
18507176,,Aioi Nissei Dowa Sompo Ansin 24,1 43 1 Nakaarai,Tokorozawa,,1 43 1 Nakaarai,Japan,+81 429435810,"INSURANCE AGENTS, BROKERS & SERVICES","172,640,000"
13725284,,Aiply Corporation,232 Okawatan Kawashirimachi,Akita,,232 Okawatan Kawashirimachi,Japan,+81 188230511,LUMBER & BUILDING MATERIALS DEALERS,"222,000,000"
22148646,,Air Water Mach,4009 1 Azusagawayamato,Matsumoto,,4009 1 Azusagawayamato,Japan,+81 263785556,"GASKETS, PACKING & SEALING DEVICES","105,170,710"
13727546,,Air Water Specialized Transportation,13 28 148 Kita8jonishi Chuo Ku,Sapporo,,13 28 148 Kita8jonishi Chuo Ku,Japan,+81 112419486,"TRUCKING, EXC LOCAL","296,816,000"
13727525,,Aira Agricultural Cooperative Assoc.,521 1 Hayatochosaikoji,Kirishima,,521 1 Hayatochosaikoji,Japan,+81 995437300,BUSINESS ASSOCIATIONS,"115,470,300"
13722487,,Airin,1 34 Mizukusacho Kita Ku,Nagoya,,1 34 Mizukusacho Kita Ku,Japan,+81 529146789,"CLOTHING & FURNISHINGS, MEN'S & BOYS'","129,571,816"
13728991,,Airio Life Insurance,2 3 1 Daiba,Minato-Ku,,2 3 1 Daiba,Japan,+81 355201660,LIFE INSURANCE,"406,479,600"
13726564,,Airport Environment Improvement Foundation,3 2 11 Nishishinjuku,Shinjuku-Ku,,3 2 11 Nishishinjuku,Japan,+81 353226151,AUTOMOBILE PARKING,"153,329,600"
13715941,,Airport Facilities,1 6 5 Hanedakuko,Ota-Ku,,1 6 5 Hanedakuko,Japan,+81 337470251,"BUILDING OPERATORS, NONRESIDENTIAL","274,688,380"
27435410,,2 Alianças Armazéns Gerais,Da Quitanda 52,Rio De Janeiro,RJ,Da Quitanda 52,Brazil,+55 2121399300,"TRUCKING WITHOUT STORAGE, LOCAL","104,000,000"
27513265,,2PP Servicos Temporarios,Estela 515,Sao Paulo,SP,Estela 515,Brazil,0,EMPLOYMENT AGENCIES,"129,584,000"
27437334,,3H Recursos Humanos,Andromeda 1024,Sao Jose Dos Campos,SP,Andromeda 1024,Brazil,0,EMPLOYMENT AGENCIES,"291,616,000"
27437454,,3H Terceirizacao E Servicos,Br De Jacarei 776,Jacarei,SP,Br De Jacarei 776,Brazil,+55 1138053217,EMPLOYMENT AGENCIES,"194,064,000"
26351610,,A C Servicos Corporativos,Rio Negro 1030,Barueri,SP,Rio Negro 1030,Brazil,0,COMPUTER PROGRAMMING SERVICES,"112,320,000"
26348699,,A Casting Servicos Efetivos E Temporarios,Alvaro Rodrigues 187,Sao Paulo,SP,Alvaro Rodrigues 187,Brazil,+55 1155430209,EMPLOYMENT AGENCIES,"376,272,000"
27468846,,A D M Administracao De Recursos Humanos,Prf Joao Candido 771,Londrina,PR,Prf Joao Candido 771,Brazil,0,EMPLOYMENT AGENCIES,"190,736,000"
26347664,,A D M II Construcoes E Comercio,Azem Abdala Azem 626,Sao Paulo,SP,Azem Abdala Azem 626,Brazil,+55 1126494709,"PLASTERING, DRYWALL & INSULATION CONTR.","231,504,000"
27411241,,A E D Terceirizacao De Servicos,Joao Bento 845,Cuiaba,MT,Joao Bento 845,Brazil,+55 6533220404,"BUILDING CLEANING & MAINTNCE SVCS, NEC","135,200,000"
27415895,,A Executiva Prestacao De Servicos Especializados,1 De Janeiro 306,Nova Odessa,SP,1 De Janeiro 306,Brazil,0,EMPLOYMENT AGENCIES,"135,408,000"
27426500,,A Ferreira Indústria Comércio E Importação,Br 304 S º,Mossoro,RN,Br 304 S º,Brazil,+55 8433182365,"FOOD PREPARATIONS, NEC","148,512,000"
27417895,,A Fundacao CDL BH Para O Desenvolvimento Social Da Crianca E,Joao Pinheiro 495,Belo Horizonte,MG,Joao Pinheiro 495,Brazil,+55 3132748091,"MEMBERSHIP ORGANIZATIONS, NEC","125,424,000"
26347440,,A G De Albuquerque,Leopoldo Machado 676,Macapa,AP,Leopoldo Machado 676,Brazil,0,"DETECTIVE, GUARD & ARMORED CAR SERVICES","149,552,000"
